year,ref_date,variable,value,area_name,full_area_name,area_level,country_name,grouping,record_created,record_updated,source_org,source_title,source_pub_date,frequency,source_link,notes
1990,31/12/1990,dwellings,33856321,Germany,Germany,country,Germany,Central/North Europe,23/12/2020,23/12/2020,Destatis,Fortschreibung des Wohngebäude- und Wohnungsbestandes - Lange Reihen von 1969 bis 2019,29/07/2020,Annual,https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Wohnen/Publikationen/Downloads-Wohnen/fortschreibung-wohnungsbestand-pdf-5312301.html,
1991,31/12/1991,dwellings,34173581,Germany,Germany,country,Germany,Central/North Europe,23/12/2020,23/12/2020,Destatis,Fortschreibung des Wohngebäude- und Wohnungsbestandes - Lange Reihen von 1969 bis 2019,29/07/2020,Annual,https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Wohnen/Publikationen/Downloads-Wohnen/fortschreibung-wohnungsbestand-pdf-5312301.html,
1992,31/12/1992,dwellings,34547348,Germany,Germany,country,Germany,Central/North Europe,23/12/2020,23/12/2020,Destatis,Fortschreibung des Wohngebäude- und Wohnungsbestandes - Lange Reihen von 1969 bis 2019,29/07/2020,Annual,https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Wohnen/Publikationen/Downloads-Wohnen/fortschreibung-wohnungsbestand-pdf-5312301.html,
1993,31/12/1993,dwellings,34988753,Germany,Germany,country,Germany,Central/North Europe,23/12/2020,23/12/2020,Destatis,Fortschreibung des Wohngebäude- und Wohnungsbestandes - Lange Reihen von 1969 bis 2019,29/07/2020,Annual,https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Wohnen/Publikationen/Downloads-Wohnen/fortschreibung-wohnungsbestand-pdf-5312301.html,
1994,31/12/1994,dwellings,35370790,Germany,Germany,country,Germany,Central/North Europe,23/12/2020,23/12/2020,Destatis,Fortschreibung des Wohngebäude- und Wohnungsbestandes - Lange Reihen von 1969 bis 2019,29/07/2020,Annual,https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Wohnen/Publikationen/Downloads-Wohnen/fortschreibung-wohnungsbestand-pdf-5312301.html,
1995,31/12/1995,dwellings,35954317,Germany,Germany,country,Germany,Central/North Europe,23/12/2020,23/12/2020,Destatis,Fortschreibung des Wohngebäude- und Wohnungsbestandes - Lange Reihen von 1969 bis 2019,29/07/2020,Annual,https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Wohnen/Publikationen/Downloads-Wohnen/fortschreibung-wohnungsbestand-pdf-5312301.html,
1996,31/12/1996,dwellings,36492323,Germany,Germany,country,Germany,Central/North Europe,23/12/2020,23/12/2020,Destatis,Fortschreibung des Wohngebäude- und Wohnungsbestandes - Lange Reihen von 1969 bis 2019,29/07/2020,Annual,https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Wohnen/Publikationen/Downloads-Wohnen/fortschreibung-wohnungsbestand-pdf-5312301.html,
1997,31/12/1997,dwellings,37050369,Germany,Germany,country,Germany,Central/North Europe,23/12/2020,23/12/2020,Destatis,Fortschreibung des Wohngebäude- und Wohnungsbestandes - Lange Reihen von 1969 bis 2019,29/07/2020,Annual,https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Wohnen/Publikationen/Downloads-Wohnen/fortschreibung-wohnungsbestand-pdf-5312301.html,
1998,31/12/1998,dwellings,37529144,Germany,Germany,country,Germany,Central/North Europe,23/12/2020,23/12/2020,Destatis,Fortschreibung des Wohngebäude- und Wohnungsbestandes - Lange Reihen von 1969 bis 2019,29/07/2020,Annual,https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Wohnen/Publikationen/Downloads-Wohnen/fortschreibung-wohnungsbestand-pdf-5312301.html,
1999,31/12/1999,dwellings,37984298,Germany,Germany,country,Germany,Central/North Europe,23/12/2020,23/12/2020,Destatis,Fortschreibung des Wohngebäude- und Wohnungsbestandes - Lange Reihen von 1969 bis 2019,29/07/2020,Annual,https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Wohnen/Publikationen/Downloads-Wohnen/fortschreibung-wohnungsbestand-pdf-5312301.html,
2000,31/12/2000,dwellings,38383645,Germany,Germany,country,Germany,Central/North Europe,23/12/2020,23/12/2020,Destatis,Fortschreibung des Wohngebäude- und Wohnungsbestandes - Lange Reihen von 1969 bis 2019,29/07/2020,Annual,https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Wohnen/Publikationen/Downloads-Wohnen/fortschreibung-wohnungsbestand-pdf-5312301.html,
2001,31/12/2001,dwellings,38681801,Germany,Germany,country,Germany,Central/North Europe,23/12/2020,23/12/2020,Destatis,Fortschreibung des Wohngebäude- und Wohnungsbestandes - Lange Reihen von 1969 bis 2019,29/07/2020,Annual,https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Wohnen/Publikationen/Downloads-Wohnen/fortschreibung-wohnungsbestand-pdf-5312301.html,
2002,31/12/2002,dwellings,38924836,Germany,Germany,country,Germany,Central/North Europe,23/12/2020,23/12/2020,Destatis,Fortschreibung des Wohngebäude- und Wohnungsbestandes - Lange Reihen von 1969 bis 2019,29/07/2020,Annual,https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Wohnen/Publikationen/Downloads-Wohnen/fortschreibung-wohnungsbestand-pdf-5312301.html,
2003,31/12/2003,dwellings,39141543,Germany,Germany,country,Germany,Central/North Europe,23/12/2020,23/12/2020,Destatis,Fortschreibung des Wohngebäude- und Wohnungsbestandes - Lange Reihen von 1969 bis 2019,29/07/2020,Annual,https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Wohnen/Publikationen/Downloads-Wohnen/fortschreibung-wohnungsbestand-pdf-5312301.html,
2004,31/12/2004,dwellings,39362266,Germany,Germany,country,Germany,Central/North Europe,23/12/2020,23/12/2020,Destatis,Fortschreibung des Wohngebäude- und Wohnungsbestandes - Lange Reihen von 1969 bis 2019,29/07/2020,Annual,https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Wohnen/Publikationen/Downloads-Wohnen/fortschreibung-wohnungsbestand-pdf-5312301.html,
2005,31/12/2005,dwellings,39551203,Germany,Germany,country,Germany,Central/North Europe,23/12/2020,23/12/2020,Destatis,Fortschreibung des Wohngebäude- und Wohnungsbestandes - Lange Reihen von 1969 bis 2019,29/07/2020,Annual,https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Wohnen/Publikationen/Downloads-Wohnen/fortschreibung-wohnungsbestand-pdf-5312301.html,
2006,31/12/2006,dwellings,39753733,Germany,Germany,country,Germany,Central/North Europe,23/12/2020,23/12/2020,Destatis,Fortschreibung des Wohngebäude- und Wohnungsbestandes - Lange Reihen von 1969 bis 2019,29/07/2020,Annual,https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Wohnen/Publikationen/Downloads-Wohnen/fortschreibung-wohnungsbestand-pdf-5312301.html,
2007,31/12/2007,dwellings,39918193,Germany,Germany,country,Germany,Central/North Europe,23/12/2020,23/12/2020,Destatis,Fortschreibung des Wohngebäude- und Wohnungsbestandes - Lange Reihen von 1969 bis 2019,29/07/2020,Annual,https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Wohnen/Publikationen/Downloads-Wohnen/fortschreibung-wohnungsbestand-pdf-5312301.html,
2008,31/12/2008,dwellings,40057282,Germany,Germany,country,Germany,Central/North Europe,23/12/2020,23/12/2020,Destatis,Fortschreibung des Wohngebäude- und Wohnungsbestandes - Lange Reihen von 1969 bis 2019,29/07/2020,Annual,https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Wohnen/Publikationen/Downloads-Wohnen/fortschreibung-wohnungsbestand-pdf-5312301.html,
2009,31/12/2009,dwellings,40183563,Germany,Germany,country,Germany,Central/North Europe,23/12/2020,23/12/2020,Destatis,Fortschreibung des Wohngebäude- und Wohnungsbestandes - Lange Reihen von 1969 bis 2019,29/07/2020,Annual,https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Wohnen/Publikationen/Downloads-Wohnen/fortschreibung-wohnungsbestand-pdf-5312301.html,
2010,31/12/2010,dwellings,40479270,Germany,Germany,country,Germany,Central/North Europe,23/12/2020,23/12/2020,Destatis,Fortschreibung des Wohngebäude- und Wohnungsbestandes - Lange Reihen von 1969 bis 2019,29/07/2020,Annual,https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Wohnen/Publikationen/Downloads-Wohnen/fortschreibung-wohnungsbestand-pdf-5312301.html,Break in data due to Census
2011,31/12/2011,dwellings,40630302,Germany,Germany,country,Germany,Central/North Europe,23/12/2020,23/12/2020,Destatis,Fortschreibung des Wohngebäude- und Wohnungsbestandes - Lange Reihen von 1969 bis 2019,29/07/2020,Annual,https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Wohnen/Publikationen/Downloads-Wohnen/fortschreibung-wohnungsbestand-pdf-5312301.html,
2012,31/12/2012,dwellings,40805805,Germany,Germany,country,Germany,Central/North Europe,23/12/2020,23/12/2020,Destatis,Fortschreibung des Wohngebäude- und Wohnungsbestandes - Lange Reihen von 1969 bis 2019,29/07/2020,Annual,https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Wohnen/Publikationen/Downloads-Wohnen/fortschreibung-wohnungsbestand-pdf-5312301.html,
2013,31/12/2013,dwellings,40995141,Germany,Germany,country,Germany,Central/North Europe,23/12/2020,23/12/2020,Destatis,Fortschreibung des Wohngebäude- und Wohnungsbestandes - Lange Reihen von 1969 bis 2019,29/07/2020,Annual,https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Wohnen/Publikationen/Downloads-Wohnen/fortschreibung-wohnungsbestand-pdf-5312301.html,
2014,31/12/2014,dwellings,41221210,Germany,Germany,country,Germany,Central/North Europe,23/12/2020,23/12/2020,Destatis,Fortschreibung des Wohngebäude- und Wohnungsbestandes - Lange Reihen von 1969 bis 2019,29/07/2020,Annual,https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Wohnen/Publikationen/Downloads-Wohnen/fortschreibung-wohnungsbestand-pdf-5312301.html,
2015,31/12/2015,dwellings,41446269,Germany,Germany,country,Germany,Central/North Europe,23/12/2020,23/12/2020,Destatis,Fortschreibung des Wohngebäude- und Wohnungsbestandes - Lange Reihen von 1969 bis 2019,29/07/2020,Annual,https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Wohnen/Publikationen/Downloads-Wohnen/fortschreibung-wohnungsbestand-pdf-5312301.html,
2016,31/12/2016,dwellings,41703347,Germany,Germany,country,Germany,Central/North Europe,23/12/2020,23/12/2020,Destatis,Fortschreibung des Wohngebäude- und Wohnungsbestandes - Lange Reihen von 1969 bis 2019,29/07/2020,Annual,https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Wohnen/Publikationen/Downloads-Wohnen/fortschreibung-wohnungsbestand-pdf-5312301.html,
2017,31/12/2017,dwellings,41968066,Germany,Germany,country,Germany,Central/North Europe,23/12/2020,23/12/2020,Destatis,Fortschreibung des Wohngebäude- und Wohnungsbestandes - Lange Reihen von 1969 bis 2019,29/07/2020,Annual,https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Wohnen/Publikationen/Downloads-Wohnen/fortschreibung-wohnungsbestand-pdf-5312301.html,
2018,31/12/2018,dwellings,42235402,Germany,Germany,country,Germany,Central/North Europe,23/12/2020,23/12/2020,Destatis,Fortschreibung des Wohngebäude- und Wohnungsbestandes - Lange Reihen von 1969 bis 2019,29/07/2020,Annual,https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Wohnen/Publikationen/Downloads-Wohnen/fortschreibung-wohnungsbestand-pdf-5312301.html,
2019,31/12/2019,dwellings,42512771,Germany,Germany,country,Germany,Central/North Europe,23/12/2020,23/12/2020,Destatis,Fortschreibung des Wohngebäude- und Wohnungsbestandes - Lange Reihen von 1969 bis 2019,29/07/2020,Annual,https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Wohnen/Publikationen/Downloads-Wohnen/fortschreibung-wohnungsbestand-pdf-5312301.html,
2020,31/12/2020,dwellings,42803737,Germany,Germany,country,Germany,Central/North Europe,10/10/2021,10/10/2021,Destatis,Fortschreibung des Wohngebäude- und Wohnungsbestandes - Lange Reihen von 1969 bis 2020,22/07/2021,Annual,https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Wohnen/Publikationen/Downloads-Wohnen/fortschreibung-wohnungsbestand-pdf-5312301.html,
1991,,dwellings,1905519,Barcelona,Barcelona,city-region,Spain,Southern Europe,11/04/2021,11/04/2021,Instituto Nacional de Estadística,Censos de Población y Viviendas 1991. Resultados definitivos.,,10 years,https://www.ine.es/censo91/es/inicio.jsp,
2001,31/12/2001,dwellings,2280334,Barcelona,Barcelona,city-region,Spain,Southern Europe,23/12/2020,23/12/2020,"Ministerio de Transportes, Movilidad y Agenda Urbana",Estimación del Parque de Viviendas - Total de viviendas por comunidades autónomas y provincias,18/06/2020,Annual,https://www.mitma.gob.es/el-ministerio/informacion-estadistica/vivienda-y-actuaciones-urbanas/estadisticas/estimacion-del-parque-de-viviendas,
2002,31/12/2002,dwellings,2320584,Barcelona,Barcelona,city-region,Spain,Southern Europe,23/12/2020,23/12/2020,"Ministerio de Transportes, Movilidad y Agenda Urbana",Estimación del Parque de Viviendas - Total de viviendas por comunidades autónomas y provincias,18/06/2020,Annual,https://www.mitma.gob.es/el-ministerio/informacion-estadistica/vivienda-y-actuaciones-urbanas/estadisticas/estimacion-del-parque-de-viviendas,
2003,31/12/2003,dwellings,2355184,Barcelona,Barcelona,city-region,Spain,Southern Europe,23/12/2020,23/12/2020,"Ministerio de Transportes, Movilidad y Agenda Urbana",Estimación del Parque de Viviendas - Total de viviendas por comunidades autónomas y provincias,18/06/2020,Annual,https://www.mitma.gob.es/el-ministerio/informacion-estadistica/vivienda-y-actuaciones-urbanas/estadisticas/estimacion-del-parque-de-viviendas,
2004,31/12/2004,dwellings,2402536,Barcelona,Barcelona,city-region,Spain,Southern Europe,23/12/2020,23/12/2020,"Ministerio de Transportes, Movilidad y Agenda Urbana",Estimación del Parque de Viviendas - Total de viviendas por comunidades autónomas y provincias,18/06/2020,Annual,https://www.mitma.gob.es/el-ministerio/informacion-estadistica/vivienda-y-actuaciones-urbanas/estadisticas/estimacion-del-parque-de-viviendas,
2005,31/12/2005,dwellings,2441140,Barcelona,Barcelona,city-region,Spain,Southern Europe,23/12/2020,23/12/2020,"Ministerio de Transportes, Movilidad y Agenda Urbana",Estimación del Parque de Viviendas - Total de viviendas por comunidades autónomas y provincias,18/06/2020,Annual,https://www.mitma.gob.es/el-ministerio/informacion-estadistica/vivienda-y-actuaciones-urbanas/estadisticas/estimacion-del-parque-de-viviendas,
2006,31/12/2006,dwellings,2477529,Barcelona,Barcelona,city-region,Spain,Southern Europe,23/12/2020,23/12/2020,"Ministerio de Transportes, Movilidad y Agenda Urbana",Estimación del Parque de Viviendas - Total de viviendas por comunidades autónomas y provincias,18/06/2020,Annual,https://www.mitma.gob.es/el-ministerio/informacion-estadistica/vivienda-y-actuaciones-urbanas/estadisticas/estimacion-del-parque-de-viviendas,
2007,31/12/2007,dwellings,2513184,Barcelona,Barcelona,city-region,Spain,Southern Europe,23/12/2020,23/12/2020,"Ministerio de Transportes, Movilidad y Agenda Urbana",Estimación del Parque de Viviendas - Total de viviendas por comunidades autónomas y provincias,18/06/2020,Annual,https://www.mitma.gob.es/el-ministerio/informacion-estadistica/vivienda-y-actuaciones-urbanas/estadisticas/estimacion-del-parque-de-viviendas,
2008,31/12/2008,dwellings,2555491,Barcelona,Barcelona,city-region,Spain,Southern Europe,23/12/2020,23/12/2020,"Ministerio de Transportes, Movilidad y Agenda Urbana",Estimación del Parque de Viviendas - Total de viviendas por comunidades autónomas y provincias,18/06/2020,Annual,https://www.mitma.gob.es/el-ministerio/informacion-estadistica/vivienda-y-actuaciones-urbanas/estadisticas/estimacion-del-parque-de-viviendas,
2009,31/12/2009,dwellings,2577144,Barcelona,Barcelona,city-region,Spain,Southern Europe,23/12/2020,23/12/2020,"Ministerio de Transportes, Movilidad y Agenda Urbana",Estimación del Parque de Viviendas - Total de viviendas por comunidades autónomas y provincias,18/06/2020,Annual,https://www.mitma.gob.es/el-ministerio/informacion-estadistica/vivienda-y-actuaciones-urbanas/estadisticas/estimacion-del-parque-de-viviendas,
2010,31/12/2010,dwellings,2589562,Barcelona,Barcelona,city-region,Spain,Southern Europe,23/12/2020,23/12/2020,"Ministerio de Transportes, Movilidad y Agenda Urbana",Estimación del Parque de Viviendas - Total de viviendas por comunidades autónomas y provincias,18/06/2020,Annual,https://www.mitma.gob.es/el-ministerio/informacion-estadistica/vivienda-y-actuaciones-urbanas/estadisticas/estimacion-del-parque-de-viviendas,
2011,31/12/2011,dwellings,2604934,Barcelona,Barcelona,city-region,Spain,Southern Europe,23/12/2020,23/12/2020,"Ministerio de Transportes, Movilidad y Agenda Urbana",Estimación del Parque de Viviendas - Total de viviendas por comunidades autónomas y provincias,18/06/2020,Annual,https://www.mitma.gob.es/el-ministerio/informacion-estadistica/vivienda-y-actuaciones-urbanas/estadisticas/estimacion-del-parque-de-viviendas,
2012,31/12/2012,dwellings,2612634,Barcelona,Barcelona,city-region,Spain,Southern Europe,23/12/2020,23/12/2020,"Ministerio de Transportes, Movilidad y Agenda Urbana",Estimación del Parque de Viviendas - Total de viviendas por comunidades autónomas y provincias,18/06/2020,Annual,https://www.mitma.gob.es/el-ministerio/informacion-estadistica/vivienda-y-actuaciones-urbanas/estadisticas/estimacion-del-parque-de-viviendas,
2013,31/12/2013,dwellings,2616532,Barcelona,Barcelona,city-region,Spain,Southern Europe,23/12/2020,23/12/2020,"Ministerio de Transportes, Movilidad y Agenda Urbana",Estimación del Parque de Viviendas - Total de viviendas por comunidades autónomas y provincias,18/06/2020,Annual,https://www.mitma.gob.es/el-ministerio/informacion-estadistica/vivienda-y-actuaciones-urbanas/estadisticas/estimacion-del-parque-de-viviendas,
2014,31/12/2014,dwellings,2620356,Barcelona,Barcelona,city-region,Spain,Southern Europe,23/12/2020,23/12/2020,"Ministerio de Transportes, Movilidad y Agenda Urbana",Estimación del Parque de Viviendas - Total de viviendas por comunidades autónomas y provincias,18/06/2020,Annual,https://www.mitma.gob.es/el-ministerio/informacion-estadistica/vivienda-y-actuaciones-urbanas/estadisticas/estimacion-del-parque-de-viviendas,
